timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1643673600000,99.5,113.66,99.02,110.02,4190508,1643759999999,451677000.0,732735,2181320.0,235028000.0
1643760000000,109.99,112.35,96.99,101.88,4863358,1643846399999,514973000.0,757019,2472490.0,261827000.0
1643846400000,101.91,103.13,94.0,101.77,3886564,1643932799999,380417000.0,597409,2008170.0,196632000.0
1643932800000,101.83,112.81,100.28,112.62,4186388,1644019199999,446506000.0,668682,2157940.0,230204000.0
1644019200000,112.63,118.6,110.22,113.75,2649019,1644105599999,302738000.0,507784,1335840.0,152742000.0
1644105600000,113.74,116.06,111.09,115.28,1561795,1644191999999,177819000.0,299806,789970.0,89972800.0
1644192000000,115.26,121.93,112.69,117.55,2730696,1644278399999,323265000.0,547477,1407980.0,166688000.0
1644278400000,117.57,120.36,109.66,113.45,2811498,1644364799999,321855000.0,525305,1374050.0,157342000.0
1644364800000,113.44,117.08,109.4,113.93,2114411,1644451199999,240051000.0,366554,1062790.0,120690000.0
1644451200000,113.96,115.38,105.68,106.17,2781582,1644537599999,308219000.0,502177,1374190.0,152384000.0
1644537600000,106.18,108.14,95.14,96.53,2537228,1644623999999,261118000.0,450793,1266680.0,130431000.0
1644624000000,96.53,99.79,92.8,95.96,1803931,1644710399999,173108000.0,316001,904646.0,86851100.0
1644710400000,95.98,97.36,91.35,92.85,1216083,1644796799999,115327000.0,209303,631473.0,59929200.0
1644796800000,92.85,97.99,90.72,96.37,1792721,1644883199999,169749000.0,307476,917532.0,86918600.0
1644883200000,96.39,105.77,96.38,105.52,2362223,1644969599999,240632000.0,372791,1215090.0,123809000.0
1644969600000,105.52,105.6,98.27,101.86,2123159,1645055999999,215709000.0,326351,1074790.0,109218000.0
1645056000000,101.85,102.82,92.33,93.52,2001081,1645142399999,194566000.0,307937,965733.0,93944700.0
1645142400000,93.55,96.37,89.31,89.86,2010077,1645228799999,186100000.0,299519,969098.0,89702100.0
1645228800000,89.86,92.75,88.6,91.27,1285578,1645315199999,116505000.0,205722,635054.0,57583300.0
1645315200000,91.27,94.5,85.56,90.72,2559474,1645401599999,229568000.0,403374,1258940.0,113062000.0
1645401600000,90.7,96.14,82.62,82.96,4063083,1645487999999,365438000.0,573189,2026200.0,182268000.0
1645488000000,82.95,87.56,81.06,86.38,2835554,1645574399999,238850000.0,361422,1449000.0,122094000.0
1645574400000,86.39,93.4,84.38,84.59,3193694,1645660799999,284825000.0,446087,1581180.0,141085000.0
1645660800000,84.58,93.9,75.35,89.36,7497540,1645747199999,625459000.0,1032742,3780420.0,316003000.0
1645747200000,89.35,95.0,86.86,92.71,3691897,1645833599999,332795000.0,532273,1857530.0,167508000.0
1645833600000,92.73,95.49,89.23,90.23,2279602,1645919999999,209017000.0,347752,1113560.0,102126000.0
1645920000000,90.25,92.19,84.08,85.63,2593534,1646006399999,228781000.0,396197,1257120.0,110943000.0
1646006400000,85.61,103.0,84.17,99.68,4212076,1646092799999,392962000.0,666863,2137540.0,199550000.0
1646092800000,99.67,102.03,94.21,98.66,3665337,1646179199999,359368000.0,572030,1837770.0,180264000.0
1646179200000,98.65,106.43,96.76,100.68,4306327,1646265599999,441097000.0,689840,2185960.0,224015000.0
1646265600000,100.69,101.7,94.0,95.62,2595561,1646351999999,253940000.0,374852,1325250.0,129711000.0
1646352000000,95.63,95.94,87.0,88.32,2854970,1646438399999,260752000.0,364380,1413350.0,129131000.0
1646438400000,88.33,91.22,86.0,89.63,1495554,1646524799999,132578000.0,202202,766442.0,67975700.0
1646524800000,89.61,89.96,84.09,84.57,1828271,1646611199999,158939000.0,212997,919566.0,79961200.0
1646611200000,84.58,86.71,79.92,81.66,3230989,1646697599999,268367000.0,363488,1581810.0,131457000.0
1646697600000,81.65,85.04,81.3,82.32,2604535,1646783999999,216640000.0,268988,1288760.0,107248000.0
1646784000000,82.32,89.92,81.9,88.06,3355219,1646870399999,293276000.0,336022,1656120.0,144780000.0
1646870400000,88.06,88.57,80.63,82.87,2828491,1646956799999,235308000.0,288708,1379160.0,114671000.0
1646956800000,82.86,84.29,80.07,80.67,2528335,1647043199999,206921000.0,232541,1183430.0,96900100.0
1647043200000,80.67,82.75,80.57,81.38,1362268,1647129599999,111234000.0,128794,641798.0,52415300.0
1647129600000,81.4,83.34,77.65,78.73,2009435,1647215999999,162106000.0,198659,912856.0,73590100.0
1647216000000,78.72,82.29,78.0,81.22,2079919,1647302399999,167010000.0,209032,964467.0,77447000.0
1647302400000,81.23,85.99,78.72,82.84,2123603,1647388799999,173537000.0,249623,992774.0,81168300.0
1647388800000,82.84,87.98,81.53,87.77,2638790,1647475199999,222116000.0,313840,1318940.0,111066000.0
1647475200000,87.77,91.0,86.58,87.8,2616452,1647561599999,232117000.0,286766,1229080.0,109056000.0
1647561600000,87.8,92.28,84.41,89.8,2935949,1647647999999,257737000.0,283557,1385760.0,121609000.0
1647648000000,89.81,94.55,89.25,92.31,2058349,1647734399999,189156000.0,262632,1062340.0,97622400.0
1647734400000,92.31,92.55,87.82,88.62,1500458,1647820799999,135161000.0,169914,697997.0,62857400.0
1647820800000,88.62,91.28,86.74,88.59,1985083,1647907199999,176751000.0,203260,1012930.0,90221000.0
1647907200000,88.58,93.98,88.0,90.43,2611346,1647993599999,239095000.0,271852,1304270.0,119404000.0
1647993600000,90.44,96.36,89.19,94.89,2854825,1648079999999,265825000.0,297282,1493500.0,139165000.0
